battery_capacity,current_battery_level,charging_power,temperature,charging_time_minutes,charging_station_type_DC_Fast
0.4724906549693227,1.5717255899135052,-0.5037983832103173,0.9510061682268846,30.0,1.0
1.223576313394512,1.3992113385482416,0.40713711548998865,1.24171283708231,30.0,1.0
-0.10526754381928437,1.0973113986590308,-0.23352081766187488,0.3114514967449486,30.0,0.0
-0.9141290221233342,-0.929731054882814,-0.9342404320467257,1.5324195059377355,39.21942050060428,0.0
0.7035939344847655,-1.4472738089786044,-1.5748983651985893,-1.2583645150743488,305.799224132354,0.0
-1.3185597612753592,0.9679257101350832,-0.3536441801278493,-0.5025271760502427,30.0,1.0
-0.56747410285017,0.06222589046745043,1.3280828943957925,1.4742781721666502,30.0,1.0
0.4724906549693227,0.06222589046745043,1.0878361694638436,-0.1536791734237321,30.0,0.0
1.5702312326676762,0.7954114587698199,-0.9242301518412278,-0.2699618409659023,31.183607387751582,1.0
-0.6830257426078914,-0.8866024920414982,0.7174558018604226,1.24171283708231,30.0,1.0
-0.4519224630924486,1.3992113385482416,0.21694179158552918,-1.2002231813032638,30.0,0.0
-1.145232301638777,-1.0159881805654458,0.7074455216549247,1.4742781721666502,30.0,1.0
-1.145232301638777,-0.5847025521522873,-1.204517997595168,0.9510061682268846,41.8466033168276,1.0
-0.3941466432135879,0.2778687046740297,0.607342719599946,-1.6072125177008594,30.0,0.0
1.2813521332733726,-1.6629166231851835,0.8776202851483885,-1.6653538514719444,34.685546571058104,0.0
0.29916319533274055,0.9679257101350832,0.4671987967229759,1.35799550462448,30.0,0.0
0.5302664748481833,0.9247971472937674,0.3470754342570015,0.36959283051603364,30.0,1.0
-0.3941466432135879,-0.929731054882814,1.4281856964507713,1.4742781721666502,30.0,0.0
-1.6074388606696628,-1.0159881805654458,1.3981548558342776,0.020744827889523147,30.0,1.0
-0.5096982829713093,1.2266970871829783,-0.5138086634158152,0.13702749543169332,30.0,0.0
1.2813521332733726,-0.06715979805649712,-0.9142198716357299,0.07888616166060823,44.48896532756597,0.0
-1.6652146805485235,1.31295421286561,-1.2946105194446489,0.7184408331425441,30.0,0.0
-0.3941466432135879,-0.06715979805649712,-1.504826403760104,-1.0839405137610936,97.69412785457132,1.0
0.7613697543636262,-0.19654548658044466,-1.6149394860205806,1.5905608397088205,258.2136486685052,0.0
-0.047491723940423655,-0.024031235215181263,1.4181754162452733,-1.6072125177008594,30.0,0.0
0.414714835090462,0.19161157899139797,-0.18346941663438554,1.4161368383955653,30.0,1.0
